Frame, Time (ms)
  669,  4889.879
  670,  4903.851
  671,  4908.786
  672,  4914.724
  673,  4920.443
  674,  4933.996
  675,  4938.587
  676,  4944.772
  677,  4950.567
  678,  4956.259
  679,  4968.352
  680,  4974.219
  681,  4980.309
  682,  4985.978
  683,  4991.695
  684,  5003.067
  685,  5009.068
  686,  5014.793
  687,  5020.500
  688,  5032.157
  689,  5038.292
  690,  5044.089
  691,  5049.851
  692,  5055.528
  693,  5068.004
  694,  5073.807
  695,  5079.837
  696,  5085.914
  697,  5091.446
  698,  5103.323
  699,  5108.962
  700,  5114.957
  701,  5121.640
  702,  5132.719
  703,  5138.174
  704,  5144.150
  705,  5149.917
  706,  5155.799
  707,  5167.805
  708,  5173.660
  709,  5179.824
  710,  5185.519
  711,  5190.959
  712,  5201.888
  713,  5207.709
  714,  5213.545
  715,  5219.026
  716,  5225.616
  717,  5236.065
  718,  5241.715
  719,  5247.693
  720,  5253.941
  721,  5264.723
  722,  5270.567
  723,  5276.587
  724,  5282.535
  725,  5289.263
  726,  5300.359
  727,  5306.295
  728,  5312.201
  729,  5318.500
  730,  5326.524
  731,  5337.434
  732,  5343.269
  733,  5349.341
  734,  5354.813
  735,  5368.095
  736,  5372.714
  737,  5378.752
  738,  5384.718
  739,  5391.400
  740,  5401.207
  741,  5406.758
  742,  5412.797
  743,  5418.308
  744,  5424.725
  745,  5436.362
  746,  5442.071
  747,  5448.081
  748,  5453.724
  749,  5464.867
  750,  5470.646
  751,  5476.631
  752,  5482.378
  753,  5488.453
  754,  5499.527
  755,  5505.375
  756,  5511.219
  757,  5517.610
  758,  5523.949
  759,  5537.530
  760,  5542.308
  761,  5548.289
  762,  5553.896
  763,  5566.254
  764,  5571.478
  765,  5577.538
  766,  5583.487
  767,  5589.414
  768,  5600.932
  769,  5606.884
  770,  5613.040
  771,  5619.220
  772,  5625.302
  773,  5637.010
  774,  5643.741
  775,  5649.256
  776,  5655.426
  777,  5668.973
  778,  5673.459
  779,  5679.671
  780,  5685.896
  781,  5691.217
  782,  5702.523
  783,  5708.129
  784,  5714.454
  785,  5721.141
  786,  5733.026
  787,  5738.924
  788,  5745.481
  789,  5750.952
  790,  5758.188
  791,  5770.547
  792,  5776.511
  793,  5782.644
  794,  5788.735
  795,  5801.556
  796,  5806.771
  797,  5812.899
  798,  5819.524
  799,  5826.969
  800,  5839.796
  801,  5846.069
  802,  5851.030
  803,  5857.969
  804,  5871.271
  805,  5876.166
  806,  5882.167
  807,  5887.963
  808,  5901.539
  809,  5906.164
  810,  5913.072
  811,  5918.296
  812,  5924.308
  813,  5935.561
  814,  5941.358
  815,  5947.394
  816,  5953.652
  817,  5965.517
  818,  5971.302
  819,  5977.150
  820,  5983.154
  821,  5990.202
  822,  6002.291
  823,  6008.036
  824,  6013.990
  825,  6020.070
  826,  6026.943
  827,  6038.488
  828,  6044.402
  829,  6050.590
  830,  6056.276
  831,  6068.210
  832,  6074.336
  833,  6080.311
  834,  6086.238
  835,  6092.630
  836,  6103.633
  837,  6109.612
  838,  6115.203
  839,  6122.007
  840,  6135.209
  841,  6139.833
  842,  6145.932
  843,  6151.953
  844,  6158.925
  845,  6173.782
  846,  6181.625
  847,  6187.057
  848,  6197.813
  849,  6203.443
  850,  6209.106
  851,  6215.005
  852,  6220.659
  853,  6232.437
  854,  6238.458
  855,  6243.797
  856,  6251.406
  857,  6257.126
  858,  6267.856
  859,  6273.359
  860,  6279.749
  861,  6286.775
  862,  6297.509
  863,  6303.286
  864,  6308.517
  865,  6315.991
  866,  6323.129
  867,  6333.828
  868,  6339.477
  869,  6345.249
  870,  6352.564
  871,  6359.578
  872,  6370.243
  873,  6376.286
  874,  6382.078
  875,  6388.939
  876,  6399.139
  877,  6405.736
  878,  6411.557
  879,  6418.323
  880,  6425.370
  881,  6437.445
  882,  6443.042
  883,  6448.626
  884,  6454.629
  885,  6466.589
  886,  6472.285
  887,  6477.928
  888,  6484.075
  889,  6491.075
  890,  6502.068
  891,  6508.060
  892,  6513.855
  893,  6520.145
  894,  6531.243
  895,  6536.999
  896,  6542.920
  897,  6550.214
  898,  6556.731
  899,  6568.794
  900,  6575.112
  901,  6581.095
  902,  6586.932
  903,  6599.001
  904,  6604.559
  905,  6610.324
  906,  6616.034
  907,  6623.168
  908,  6634.427
  909,  6640.270
  910,  6646.440
  911,  6653.003
  912,  6660.080
  913,  6672.852
  914,  6678.985
  915,  6685.443
  916,  6690.856
  917,  6702.661
  918,  6708.426
  919,  6714.220
  920,  6720.292
  921,  6733.591
  922,  6738.385
  923,  6744.495
  924,  6751.164
  925,  6758.406
  926,  6770.268
  927,  6776.146
  928,  6781.996
  929,  6788.307
  930,  6799.111
  931,  6805.323
  932,  6810.974
  933,  6817.652
  934,  6824.829
  935,  6836.208
  936,  6842.253
  937,  6849.249
  938,  6854.643
  939,  6868.584
  940,  6872.857
  941,  6878.759
  942,  6884.667
  943,  6890.681
  944,  6903.937
  945,  6908.666
  946,  6914.711
  947,  6920.064
  948,  6932.381
  949,  6938.218
  950,  6944.182
  951,  6950.848
  952,  6956.149
  953,  6967.653
  954,  6973.249
  955,  6979.448
  956,  6985.446
  957,  6990.985
  958,  7002.637
  959,  7008.366
  960,  7014.301
  961,  7019.899
  962,  7031.505
  963,  7038.262
  964,  7043.146
  965,  7049.677
  966,  7054.930
  967,  7066.805
  968,  7072.556
  969,  7078.928
  970,  7084.680
  971,  7090.129
  972,  7102.399
  973,  7107.065
  974,  7112.810
  975,  7118.524
  976,  7124.353
  977,  7136.106
  978,  7141.361
  979,  7147.539
  980,  7152.706
  981,  7166.361
  982,  7171.556
  983,  7178.499
  984,  7184.726
  985,  7190.194
  986,  7201.102
  987,  7206.746
  988,  7212.314
  989,  7219.883
  990,  7225.363
  991,  7236.358
  992,  7242.250
  993,  7248.440
  994,  7253.986
  995,  7264.991
  996,  7270.805
  997,  7276.542
  998,  7282.224
  999,  7287.984
 1000,  7298.804
 1001,  7304.492
 1002,  7310.409
 1003,  7316.710
 1004,  7322.777
 1005,  7335.384
 1006,  7340.141
 1007,  7347.211
 1008,  7353.421
 1009,  7359.390
 1010,  7371.451
 1011,  7377.021
 1012,  7382.815
 1013,  7388.345
 1014,  7399.529
 1015,  7406.418
 1016,  7411.699
 1017,  7417.378
 1018,  7422.981
 1019,  7434.033
 1020,  7439.692
 1021,  7446.276
 1022,  7451.497
 1023,  7457.357
 1024,  7469.102
 1025,  7474.818
 1026,  7480.600
 1027,  7486.500
 1028,  7492.444
 1029,  7503.956
 1030,  7509.722
 1031,  7515.436
 1032,  7520.886
 1033,  7533.409
 1034,  7539.258
 1035,  7545.067
 1036,  7550.831
 1037,  7557.250
 1038,  7568.773
 1039,  7574.607
 1040,  7580.883
 1041,  7586.820
 1042,  7593.485
 1043,  7604.197
 1044,  7610.346
 1045,  7616.223
 1046,  7622.594
 1047,  7633.782
 1048,  7639.330
 1049,  7645.165
 1050,  7651.986
 1051,  7658.934
 1052,  7670.459
 1053,  7676.441
 1054,  7682.058
 1055,  7688.084
 1056,  7700.563
 1057,  7705.416
 1058,  7710.791
 1059,  7718.932
 1060,  7725.652
 1061,  7738.184
 1062,  7744.928
 1063,  7750.965
 1064,  7758.258
 1065,  7769.256
 1066,  7774.800
 1067,  7780.656
 1068,  7786.350
 1069,  7798.362
 1070,  7803.404
 1071,  7809.075
 1072,  7814.935
 1073,  7821.107
 1074,  7832.229
 1075,  7837.920
 1076,  7843.681
 1077,  7851.029
 1078,  7857.495
 1079,  7869.680
 1080,  7874.457
 1081,  7880.248
 1082,  7886.774
 1083,  7900.058
 1084,  7904.151
 1085,  7909.901
 1086,  7916.109
 1087,  7923.056
 1088,  7935.635
 1089,  7940.240
 1090,  7946.009
 1091,  7952.334
 1092,  7959.337
 1093,  7971.372
 1094,  7976.897
 1095,  7982.941
 1096,  7988.929
 1097,  8000.806
 1098,  8007.081
 1099,  8012.723
 1100,  8018.676
 1101,  8024.917
 1102,  8036.437
 1103,  8042.361
 1104,  8048.275
 1105,  8053.939
 1106,  8065.737
 1107,  8071.530
 1108,  8077.721
 1109,  8083.631
 1110,  8090.045
 1111,  8101.800
 1112,  8107.830
 1113,  8113.648
 1114,  8119.984
 1115,  8126.253
 1116,  8137.648
 1117,  8143.467
 1118,  8149.477
 1119,  8155.421
 1120,  8167.782
 1121,  8173.557
 1122,  8179.362
 1123,  8185.506
 1124,  8191.555
 1125,  8203.756
 1126,  8209.393
 1127,  8215.394
 1128,  8220.912
 1129,  8231.845
 1130,  8237.572
 1131,  8243.303
 1132,  8250.075
 1133,  8256.988
 1134,  8267.575
 1135,  8273.406
 1136,  8279.299
 1137,  8286.545
 1138,  8293.188
 1139,  8304.497
 1140,  8310.263
 1141,  8316.194
 1142,  8322.337
 1143,  8333.268
 1144,  8339.279
 1145,  8345.032
 1146,  8351.689
 1147,  8358.716
 1148,  8370.511
 1149,  8376.422
 1150,  8382.445
 1151,  8388.140
 1152,  8401.621
 1153,  8406.176
 1154,  8412.373
 1155,  8418.001
 1156,  8424.015
 1157,  8435.655
 1158,  8441.401
 1159,  8446.948
 1160,  8453.157
 1161,  8460.048
 1162,  8470.907
 1163,  8476.661
 1164,  8482.237
 1165,  8488.943
 1166,  8499.662
 1167,  8505.404
 1168,  8510.892
 1169,  8517.919
 1170,  8523.625
 1171,  8535.493
 1172,  8540.030
 1173,  8545.364
 1174,  8552.407
 1175,  8558.734
 1176,  8569.752
 1177,  8575.077
 1178,  8582.680
 1179,  8588.230
 1180,  8599.257
 1181,  8605.640
 1182,  8611.350
 1183,  8617.165
 1184,  8622.505
 1185,  8634.685
 1186,  8640.441
 1187,  8646.005
 1188,  8651.837
 1189,  8656.754
 1190,  8668.900
 1191,  8674.575
 1192,  8680.347
 1193,  8685.998
 1194,  8691.803
 1195,  8702.524
 1196,  8708.075
 1197,  8713.839
 1198,  8719.975
 1199,  8730.785
 1200,  8736.439
 1201,  8741.702
 1202,  8748.404
 1203,  8755.160
 1204,  8766.786
 1205,  8772.328
 1206,  8777.567
 1207,  8784.583
 1208,  8790.279
 1209,  8801.173
 1210,  8806.698
 1211,  8812.218
 1212,  8819.028
 1213,  8825.590
 1214,  8836.675
 1215,  8841.922
 1216,  8849.082
 1217,  8854.298
 1218,  8867.601
 1219,  8871.755
 1220,  8878.614
 1221,  8883.958
 1222,  8890.811
 1223,  8903.244
 1224,  8907.955
 1225,  8913.941
 1226,  8919.273
 1227,  8925.017
 1228,  8935.197
 1229,  8940.746
 1230,  8946.538
 1231,  8952.299
 1232,  8959.024
 1233,  8970.141
 1234,  8975.472
 1235,  8982.538
 1236,  8988.162
 1237,  8998.810
 1238,  9004.314
 1239,  9009.504
 1240,  9016.522
 1241,  9022.283
 1242,  9032.663
 1243,  9037.868
 1244,  9044.933
 1245,  9050.595
 1246,  9057.275
 1247,  9068.106
 1248,  9073.276
 1249,  9080.418
 1250,  9086.322
 1251,  9092.449
 1252,  9108.134
 1253,  9110.743
 1254,  9116.876
 1255,  9122.379
 1256,  9134.454
 1257,  9138.937
 1258,  9144.118
 1259,  9151.830
 1260,  9158.874
 1261,  9171.289
 1262,  9177.006
 1263,  9182.875
 1264,  9188.420
 1265,  9199.522
 1266,  9205.029
 1267,  9210.388
 1268,  9217.858
 1269,  9225.696
 1270,  9235.998
 1271,  9241.775
 1272,  9247.780
 1273,  9254.417
 1274,  9264.732
 1275,  9270.513
 1276,  9276.653
 1277,  9285.563
 1278,  9291.131
 1279,  9303.284
 1280,  9309.931
 1281,  9316.045
 1282,  9321.321
 1283,  9331.769
 1284,  9337.365
 1285,  9342.985
 1286,  9348.639
 1287,  9355.216
 1288,  9367.363
 1289,  9373.757
 1290,  9381.550
 1291,  9387.618
 1292,  9399.443
 1293,  9405.404
 1294,  9411.802
 1295,  9417.324
 1296,  9422.862
 1297,  9435.219
 1298,  9440.962
 1299,  9446.779
 1300,  9452.595
 1301,  9458.033
 1302,  9469.957
 1303,  9475.321
 1304,  9481.102
 1305,  9487.316
 1306,  9497.544
 1307,  9503.035
 1308,  9508.661
 1309,  9514.164
 1310,  9520.710
 1311,  9531.663
 1312,  9537.554
 1313,  9543.223
 1314,  9548.813
 1315,  9555.159
 1316,  9566.633
 1317,  9572.232
 1318,  9578.153
 1319,  9583.992
 1320,  9590.342
 1321,  9600.698
 1322,  9606.632
 1323,  9612.316
 1324,  9618.429
 1325,  9625.148
 1326,  9635.952
 1327,  9641.185
 1328,  9648.774
 1329,  9655.118
 1330,  9665.249
 1331,  9670.883
 1332,  9676.666
 1333,  9682.420
 1334,  9688.429
 1335,  9700.487
 1336,  9705.345
 1337,  9710.947
 1338,  9717.032
 1339,  9723.521
 1340,  9735.574
 1341,  9740.244
 1342,  9746.066
 1343,  9751.875
 1344,  9758.581
 1345,  9771.809
 1346,  9776.934
 1347,  9782.767
 1348,  9788.107
 1349,  9799.102
 1350,  9804.590
 1351,  9810.041
 1352,  9815.600
 1353,  9822.096
 1354,  9832.889
 1355,  9838.880
 1356,  9844.822
 1357,  9850.466
 1358,  9857.135
 1359,  9869.112
 1360,  9873.775
 1361,  9879.439
 1362,  9885.553
 1363,  9892.279
 1364,  9905.192
 1365,  9909.732
 1366,  9915.252
 1367,  9920.925
 1368,  9932.112
 1369,  9937.770
 1370,  9943.179
 1371,  9950.321
 1372,  9955.726
 1373,  9968.843
 1374,  9974.551
 1375,  9980.069
 1376,  9986.920
 1377,  9992.104
 1378, 10003.669
 1379, 10009.308
 1380, 10015.201
 1381, 10020.704
 1382, 10031.890
 1383, 10037.784
 1384, 10043.651
 1385, 10050.090
 1386, 10054.912
 1387, 10065.832
 1388, 10071.115
 1389, 10076.955
 1390, 10083.418
 1391, 10089.213
 1392, 10102.211
 1393, 10108.012
 1394, 10113.271
 1395, 10120.619
 1396, 10131.246
 1397, 10137.125
 1398, 10142.823
 1399, 10148.732
 1400, 10154.851
 1401, 10167.360
 1402, 10173.091
 1403, 10178.843
 1404, 10184.472
 1405, 10190.676
 1406, 10201.335
 1407, 10207.113
 1408, 10212.816
 1409, 10218.632
 1410, 10224.354
 1411, 10235.516
 1412, 10241.112
 1413, 10247.005
 1414, 10252.844
 1415, 10259.499
 1416, 10270.180
 1417, 10276.005
 1418, 10281.629
 1419, 10287.569
 1420, 10298.226
 1421, 10303.878
 1422, 10309.799
 1423, 10315.858
 1424, 10322.754
 1425, 10334.624
 1426, 10339.646
 1427, 10344.758
 1428, 10351.865
 1429, 10357.892
 1430, 10369.464
 1431, 10375.646
 1432, 10382.002
 1433, 10387.715
 1434, 10398.498
 1435, 10404.195
 1436, 10409.366
 1437, 10416.253
 1438, 10421.774
 1439, 10432.424
 1440, 10438.125
 1441, 10443.505
 1442, 10450.263
 1443, 10456.102
 1444, 10467.176
 1445, 10472.893
 1446, 10478.521
 1447, 10484.296
 1448, 10490.680
 1449, 10501.738
 1450, 10507.444
 1451, 10512.700
 1452, 10520.177
 1453, 10531.123
 1454, 10536.755
 1455, 10542.638
 1456, 10548.374
 1457, 10553.998
 1458, 10565.579
 1459, 10571.039
 1460, 10576.964
 1461, 10582.725
 1462, 10588.872
 1463, 10599.301
 1464, 10605.372
 1465, 10610.776
 1466, 10616.896
 1467, 10623.784
 1468, 10634.792
 1469, 10640.354
 1470, 10646.291
 1471, 10652.115
 1472, 10658.805
 1473, 10669.918
 1474, 10675.651
 1475, 10681.265
 1476, 10686.975
 1477, 10699.247
 1478, 10705.050
 1479, 10710.657
 1480, 10716.413
 1481, 10722.147
 1482, 10732.826
 1483, 10738.807
 1484, 10744.118
 1485, 10751.191
 1486, 10758.090
 1487, 10768.649
 1488, 10774.225
 1489, 10779.919
 1490, 10785.663
 1491, 10792.301
 1492, 10803.051
 1493, 10808.305
 1494, 10815.013
 1495, 10820.427
 1496, 10831.049
 1497, 10836.658
 1498, 10842.584
 1499, 10849.668
 1500, 10856.543
 1501, 10869.914
 1502, 10874.961
 1503, 10880.652
 1504, 10886.398
 1505, 10898.758
 1506, 10903.685
 1507, 10909.305
 1508, 10914.666
 1509, 10921.493
 1510, 10933.612
 1511, 10938.434
