Frame, Time (ms)
  211,  1576.328
  212,  1588.390
  213,  1593.844
  214,  1599.490
  215,  1605.141
  216,  1618.020
  217,  1623.679
  218,  1629.950
  219,  1634.786
  220,  1642.189
  221,  1657.103
  222,  1662.958
  223,  1668.488
  224,  1677.540
  225,  1688.311
  226,  1693.869
  227,  1699.382
  228,  1704.728
  229,  1718.949
  230,  1724.453
  231,  1730.215
  232,  1736.057
  233,  1742.011
  234,  1755.953
  235,  1760.049
  236,  1766.974
  237,  1772.337
  238,  1786.049
  239,  1791.315
  240,  1798.028
  241,  1803.441
  242,  1817.121
  243,  1823.067
  244,  1828.874
  245,  1834.361
  246,  1840.144
  247,  1853.879
  248,  1859.481
  249,  1865.246
  250,  1870.823
  251,  1877.008
  252,  1889.707
  253,  1895.402
  254,  1900.926
  255,  1907.856
  256,  1919.861
  257,  1925.455
  258,  1931.114
  259,  1936.705
  260,  1942.511
  261,  1954.614
  262,  1960.278
  263,  1965.541
  264,  1972.380
  265,  1985.041
  266,  1991.381
  267,  1996.666
  268,  2003.554
  269,  2009.076
  270,  2021.000
  271,  2027.254
  272,  2033.435
  273,  2039.962
  274,  2051.405
  275,  2056.544
  276,  2063.121
  277,  2068.365
  278,  2074.983
  279,  2087.408
  280,  2092.935
  281,  2098.837
  282,  2104.191
  283,  2120.059
  284,  2125.384
  285,  2130.227
  286,  2137.362
  287,  2143.117
  288,  2153.906
  289,  2159.906
  290,  2165.163
  291,  2171.805
  292,  2184.144
  293,  2190.018
  294,  2197.937
  295,  2201.562
  296,  2207.323
  297,  2219.464
  298,  2224.960
  299,  2230.527
  300,  2235.612
  301,  2242.663
  302,  2256.691
  303,  2262.561
  304,  2268.180
  305,  2273.893
  306,  2288.521
  307,  2292.597
  308,  2299.878
  309,  2303.901
  310,  2309.870
  311,  2322.241
  312,  2327.828
  313,  2333.063
  314,  2340.051
  315,  2352.038
  316,  2357.922
  317,  2364.547
  318,  2370.189
  319,  2375.936
  320,  2392.051
  321,  2397.148
  322,  2402.672
  323,  2406.964
  324,  2419.153
  325,  2425.275
  326,  2429.823
  327,  2436.404
  328,  2441.778
  329,  2453.982
  330,  2459.342
  331,  2466.122
  332,  2471.836
  333,  2483.660
  334,  2491.907
  335,  2497.526
  336,  2503.475
  337,  2507.354
  338,  2521.133
  339,  2526.566
  340,  2533.037
  341,  2539.219
  342,  2553.124
  343,  2560.382
  344,  2566.117
  345,  2571.583
  346,  2577.047
  347,  2593.157
  348,  2597.027
  349,  2604.533
  350,  2608.633
  351,  2621.047
  352,  2626.781
  353,  2632.533
  354,  2638.157
  355,  2643.190
  356,  2656.551
  357,  2662.851
  358,  2669.226
  359,  2674.158
  360,  2687.223
  361,  2695.703
  362,  2700.001
  363,  2706.920
  364,  2718.622
  365,  2722.461
  366,  2735.167
  367,  2739.263
  368,  2760.984
  369,  2763.413
  370,  2770.231
  371,  2776.236
  372,  2789.129
  373,  2794.811
  374,  2800.677
  375,  2808.414
  376,  2820.817
  377,  2824.425
  378,  2831.276
  379,  2836.979
  380,  2842.409
  381,  2856.721
  382,  2862.527
  383,  2868.232
  384,  2874.126
  385,  2885.827
  386,  2891.558
  387,  2897.247
  388,  2902.853
  389,  2908.666
  390,  2921.299
  391,  2927.037
  392,  2932.763
  393,  2938.343
  394,  2950.615
  395,  2955.605
  396,  2962.569
  397,  2967.860
  398,  2974.345
  399,  2986.491
  400,  2991.813
  401,  2998.811
  402,  3003.975
  403,  3016.393
  404,  3021.711
  405,  3029.199
  406,  3033.572
  407,  3040.698
  408,  3053.534
  409,  3059.631
  410,  3064.947
  411,  3071.677
  412,  3084.812
  413,  3090.154
  414,  3096.794
  415,  3102.472
  416,  3108.050
  417,  3121.387
  418,  3127.828
  419,  3132.659
  420,  3139.470
  421,  3151.349
  422,  3157.125
  423,  3162.938
  424,  3168.355
  425,  3175.733
  426,  3187.910
  427,  3193.686
  428,  3199.438
  429,  3205.094
  430,  3217.570
  431,  3225.354
  432,  3229.330
  433,  3234.576
  434,  3241.510
  435,  3254.362
  436,  3259.977
  437,  3265.320
  438,  3272.411
  439,  3285.453
  440,  3289.154
  441,  3296.103
  442,  3301.438
  443,  3308.156
  444,  3321.976
  445,  3327.989
  446,  3331.771
  447,  3338.841
  448,  3350.963
  449,  3355.407
  450,  3362.352
  451,  3367.972
  452,  3373.199
  453,  3386.718
  454,  3391.946
  455,  3398.639
  456,  3403.752
  457,  3419.378
  458,  3423.097
  459,  3430.300
  460,  3434.674
  461,  3440.046
  462,  3454.714
  463,  3460.095
  464,  3467.033
  465,  3472.411
  466,  3485.076
  467,  3490.707
  468,  3496.308
  469,  3501.867
  470,  3507.086
  471,  3521.660
  472,  3527.170
  473,  3534.541
  474,  3538.361
  475,  3554.122
  476,  3558.383
  477,  3564.306
  478,  3569.954
  479,  3575.339
  480,  3588.907
  481,  3593.601
  482,  3600.313
  483,  3605.833
  484,  3621.682
  485,  3625.127
  486,  3630.799
  487,  3636.305
  488,  3641.677
  489,  3656.727
  490,  3662.295
  491,  3667.735
  492,  3674.831
  493,  3686.609
  494,  3691.661
  495,  3698.036
  496,  3703.662
  497,  3709.272
  498,  3723.077
  499,  3727.025
  500,  3735.261
  501,  3741.428
  502,  3752.653
  503,  3756.873
  504,  3764.048
  505,  3769.717
  506,  3775.733
  507,  3797.222
  508,  3801.193
  509,  3804.881
  510,  3810.784
  511,  3826.881
  512,  3830.180
  513,  3838.337
  514,  3843.948
  515,  3859.030
  516,  3861.694
  517,  3867.771
  518,  3873.308
  519,  3886.938
  520,  3890.924
  521,  3896.714
  522,  3902.488
  523,  3908.036
  524,  3923.420
  525,  3926.882
  526,  3932.710
  527,  3938.275
  528,  3945.806
  529,  3958.137
  530,  3961.867
  531,  3967.299
  532,  3974.083
  533,  3989.666
  534,  3993.446
  535,  3999.079
  536,  4004.522
  537,  4009.908
  538,  4021.883
  539,  4027.260
  540,  4034.093
  541,  4039.617
  542,  4055.001
  543,  4059.310
  544,  4065.705
  545,  4073.449
  546,  4087.085
  547,  4090.229
  548,  4097.407
  549,  4103.377
  550,  4109.688
  551,  4124.093
  552,  4129.013
  553,  4134.360
  554,  4139.945
  555,  4154.160
  556,  4158.036
  557,  4163.632
  558,  4169.258
  559,  4175.242
  560,  4191.265
  561,  4194.892
  562,  4200.646
  563,  4206.301
  564,  4218.562
  565,  4224.168
  566,  4230.226
  567,  4235.531
  568,  4241.030
  569,  4254.498
  570,  4262.198
  571,  4265.958
  572,  4271.899
  573,  4286.378
  574,  4290.466
  575,  4296.185
  576,  4302.246
  577,  4307.104
  578,  4320.930
  579,  4326.393
  580,  4331.930
  581,  4337.322
  582,  4350.217
  583,  4355.564
  584,  4365.170
  585,  4368.746
  586,  4375.456
  587,  4387.677
  588,  4392.797
  589,  4399.633
  590,  4405.703
  591,  4417.803
  592,  4423.512
  593,  4429.813
  594,  4434.651
  595,  4440.273
  596,  4452.750
  597,  4458.491
  598,  4465.894
  599,  4469.941
  600,  4475.356
  601,  4488.641
  602,  4494.048
  603,  4501.442
  604,  4506.933
  605,  4521.068
  606,  4524.993
  607,  4531.984
  608,  4537.259
  609,  4550.372
  610,  4555.683
  611,  4562.566
  612,  4569.903
  613,  4573.655
  614,  4585.169
  615,  4590.527
  616,  4597.325
  617,  4602.557
  618,  4608.806
  619,  4619.940
  620,  4625.078
  621,  4632.446
  622,  4637.423
  623,  4650.337
  624,  4659.085
  625,  4674.779
  626,  4688.879
  627,  4692.675
  628,  4698.283
  629,  4703.420
  630,  4709.925
  631,  4721.843
  632,  4727.427
  633,  4732.797
  634,  4739.704
  635,  4752.744
  636,  4757.002
  637,  4763.691
  638,  4769.021
  639,  4775.557
  640,  4789.880
  641,  4794.228
  642,  4798.994
  643,  4805.491
  644,  4815.780
  645,  4821.221
  646,  4826.500
  647,  4833.100
  648,  4838.166
  649,  4851.311
  650,  4856.474
  651,  4863.276
  652,  4868.623
  653,  4875.061
  654,  4886.273
  655,  4893.467
  656,  4898.707
  657,  4903.831
  658,  4916.197
  659,  4921.282
  660,  4927.835
  661,  4933.311
  662,  4938.959
  663,  4955.496
  664,  4959.156
  665,  4965.431
  666,  4970.404
  667,  4975.681
  668,  4994.061
  669,  5002.784
  670,  5005.663
  671,  5020.415
  672,  5024.292
  673,  5030.548
  674,  5035.371
  675,  5041.887
  676,  5057.730
  677,  5061.936
  678,  5069.691
  679,  5075.055
  680,  5088.264
  681,  5095.138
  682,  5099.565
  683,  5106.726
  684,  5120.152
  685,  5125.798
  686,  5129.841
  687,  5136.551
  688,  5142.340
  689,  5156.183
  690,  5162.314
  691,  5168.059
  692,  5173.852
  693,  5184.024
  694,  5189.790
  695,  5197.815
  696,  5203.218
  697,  5209.108
  698,  5222.677
  699,  5227.500
  700,  5231.873
  701,  5239.487
  702,  5243.222
  703,  5260.478
  704,  5265.788
  705,  5270.081
  706,  5275.295
  707,  5292.093
  708,  5297.854
  709,  5304.255
  710,  5309.463
  711,  5322.616
  712,  5328.888
  713,  5334.911
  714,  5338.475
  715,  5354.529
  716,  5358.275
  717,  5365.073
  718,  5370.514
  719,  5384.504
  720,  5390.345
  721,  5395.929
  722,  5401.362
  723,  5410.383
  724,  5420.796
  725,  5426.185
  726,  5433.644
  727,  5439.297
  728,  5452.556
  729,  5457.946
  730,  5465.093
  731,  5471.040
  732,  5476.279
  733,  5489.884
  734,  5495.208
  735,  5501.874
  736,  5507.140
  737,  5520.757
  738,  5526.284
  739,  5531.812
  740,  5537.017
  741,  5551.401
  742,  5556.681
  743,  5563.728
  744,  5569.137
  745,  5576.054
  746,  5587.602
  747,  5593.425
  748,  5599.017
  749,  5604.199
  750,  5617.673
  751,  5625.376
  752,  5629.261
  753,  5634.559
  754,  5641.662
  755,  5653.238
  756,  5660.850
  757,  5666.862
  758,  5673.377
  759,  5686.478
  760,  5691.951
  761,  5698.895
  762,  5704.173
  763,  5719.459
  764,  5724.998
  765,  5730.340
  766,  5735.886
  767,  5740.989
  768,  5755.213
  769,  5758.989
  770,  5765.790
  771,  5770.972
  772,  5784.350
  773,  5790.685
  774,  5795.720
  775,  5801.221
  776,  5806.604
  777,  5820.880
  778,  5827.848
  779,  5833.581
  780,  5838.839
  781,  5853.086
  782,  5858.384
  783,  5865.426
  784,  5870.566
  785,  5884.740
  786,  5890.100
  787,  5896.875
  788,  5902.334
  789,  5909.500
  790,  5921.375
  791,  5928.937
  792,  5932.513
  793,  5937.905
  794,  5952.508
  795,  5956.605
  796,  5963.754
  797,  5969.498
  798,  5974.698
  799,  5987.463
  800,  5993.014
  801,  5998.569
  802,  6003.849
  803,  6017.155
  804,  6022.535
  805,  6031.264
  806,  6034.867
  807,  6041.456
  808,  6054.373
  809,  6059.761
  810,  6067.105
  811,  6072.130
  812,  6086.613
  813,  6091.867
  814,  6099.287
  815,  6104.528
  816,  6118.337
  817,  6123.190
  818,  6130.222
  819,  6135.516
  820,  6141.812
  821,  6154.056
  822,  6159.443
  823,  6166.207
  824,  6171.556
  825,  6184.991
  826,  6190.388
  827,  6197.044
  828,  6202.410
  829,  6209.529
  830,  6221.943
  831,  6227.029
  832,  6235.427
  833,  6239.632
  834,  6253.581
  835,  6258.717
  836,  6266.010
  837,  6271.810
  838,  6285.406
  839,  6289.176
  840,  6296.432
  841,  6301.915
  842,  6307.294
  843,  6324.179
  844,  6328.669
  845,  6333.966
  846,  6341.217
  847,  6351.913
  848,  6357.100
  849,  6362.691
  850,  6369.617
  851,  6375.154
  852,  6385.504
  853,  6390.783
  854,  6397.461
  855,  6402.577
  856,  6409.304
  857,  6420.805
  858,  6426.242
  859,  6432.887
  860,  6438.339
  861,  6453.046
  862,  6456.851
  863,  6462.535
  864,  6468.095
  865,  6474.610
  866,  6486.654
  867,  6492.088
  868,  6498.911
  869,  6504.546
  870,  6509.662
  871,  6522.072
  872,  6527.055
  873,  6534.300
  874,  6539.560
  875,  6554.005
  876,  6557.624
  877,  6564.754
  878,  6570.319
  879,  6575.764
  880,  6587.741
  881,  6592.739
  882,  6599.836
  883,  6604.989
  884,  6617.453
  885,  6622.592
  886,  6629.573
  887,  6634.558
  888,  6641.080
  889,  6654.626
  890,  6658.426
  891,  6665.201
  892,  6670.594
  893,  6682.701
  894,  6688.106
  895,  6694.972
  896,  6700.493
  897,  6706.001
  898,  6717.793
  899,  6722.755
  900,  6729.645
  901,  6735.216
  902,  6740.361
  903,  6754.926
  904,  6758.937
  905,  6764.311
  906,  6771.128
  907,  6776.284
  908,  6790.018
  909,  6794.925
  910,  6800.398
  911,  6807.479
  912,  6819.472
  913,  6824.258
  914,  6831.599
  915,  6836.733
  916,  6843.360
  917,  6856.563
  918,  6860.348
  919,  6866.962
  920,  6871.988
  921,  6884.514
  922,  6890.484
  923,  6895.964
  924,  6903.021
  925,  6907.956
  926,  6922.145
  927,  6929.604
  928,  6933.377
  929,  6943.981
  930,  6954.654
  931,  6960.889
  932,  6965.133
  933,  6970.368
  934,  6976.537
  935,  6989.683
  936,  6994.877
  937,  7001.638
  938,  7006.826
  939,  7019.825
  940,  7025.004
  941,  7032.714
  942,  7037.895
  943,  7043.254
  944,  7056.317
  945,  7063.927
  946,  7068.039
  947,  7073.343
  948,  7086.316
  949,  7091.359
  950,  7098.391
  951,  7103.429
  952,  7109.994
  953,  7125.773
  954,  7129.251
  955,  7135.252
  956,  7141.089
  957,  7153.595
  958,  7159.336
  959,  7166.290
  960,  7172.158
  961,  7185.221
  962,  7190.916
  963,  7196.614
  964,  7202.296
  965,  7207.901
  966,  7220.118
  967,  7226.342
  968,  7233.848
  969,  7240.560
  970,  7255.269
  971,  7260.692
  972,  7269.530
  973,  7273.133
  974,  7287.544
  975,  7291.533
  976,  7298.312
  977,  7303.656
  978,  7309.992
  979,  7321.550
  980,  7326.670
  981,  7333.432
  982,  7338.808
  983,  7351.984
  984,  7357.926
  985,  7363.465
  986,  7370.767
  987,  7374.710
  988,  7386.890
  989,  7392.211
  990,  7398.971
  991,  7404.151
  992,  7417.307
  993,  7422.495
  994,  7429.862
  995,  7435.107
  996,  7441.644
  997,  7454.316
  998,  7459.557
  999,  7466.417
 1000,  7473.273
 1001,  7483.725
 1002,  7489.398
 1003,  7495.145
 1004,  7501.129
 1005,  7506.397
 1006,  7521.683
 1007,  7525.822
 1008,  7531.620
 1009,  7537.091
 1010,  7542.406
 1011,  7555.437
 1012,  7560.714
 1013,  7567.358
 1014,  7574.657
 1015,  7584.873
 1016,  7590.714
 1017,  7596.184
 1018,  7602.959
 1019,  7608.287
 1020,  7621.318
 1021,  7626.350
 1022,  7633.036
 1023,  7638.265
 1024,  7651.137
 1025,  7656.795
 1026,  7662.352
 1027,  7668.041
 1028,  7674.814
 1029,  7685.668
 1030,  7691.190
 1031,  7696.854
 1032,  7702.475
 1033,  7707.804
 1034,  7720.619
 1035,  7725.892
 1036,  7732.696
 1037,  7737.990
 1038,  7752.732
 1039,  7756.850
 1040,  7763.933
 1041,  7769.484
 1042,  7775.910
 1043,  7787.955
 1044,  7793.338
 1045,  7800.487
 1046,  7805.818
 1047,  7819.201
 1048,  7824.372
 1049,  7831.656
 1050,  7837.070
 1051,  7851.003
 1052,  7856.814
 1053,  7862.586
 1054,  7868.327
 1055,  7873.234
 1056,  7888.902
 1057,  7893.070
 1058,  7898.816
 1059,  7904.327
 1060,  7909.986
 1061,  7921.716
 1062,  7927.346
 1063,  7933.040
 1064,  7938.606
 1065,  7955.449
 1066,  7960.033
 1067,  7965.416
 1068,  7972.440
 1069,  7984.266
 1070,  7991.780
 1071,  7995.543
 1072,  8002.538
 1073,  8007.875
 1074,  8022.374
 1075,  8027.814
 1076,  8041.664
 1077,  8053.138
 1078,  8067.015
 1079,  8069.111
 1080,  8086.411
 1081,  8098.087
 1082,  8109.080
 1083,  8121.169
 1084,  8125.197
 1085,  8139.321
 1086,  8144.434
 1087,  8156.606
 1088,  8162.504
 1089,  8169.365
 1090,  8172.261
 1091,  8187.383
 1092,  8192.704
 1093,  8199.789
 1094,  8202.646
 1095,  8211.834
 1096,  8223.555
 1097,  8226.928
 1098,  8233.926
 1099,  8240.091
 1100,  8255.431
 1101,  8260.943
 1102,  8268.548
 1103,  8273.650
 1104,  8285.927
 1105,  8292.577
 1106,  8295.938
 1107,  8304.357
 1108,  8311.401
 1109,  8320.952
 1110,  8326.343
 1111,  8333.221
 1112,  8338.620
 1113,  8354.856
 1114,  8360.446
 1115,  8364.429
 1116,  8373.496
 1117,  8379.002
 1118,  8398.429
 1119,  8400.601
 1120,  8407.487
 1121,  8422.233
 1122,  8429.863
 1123,  8433.583
 1124,  8439.275
 1125,  8451.786
 1126,  8461.526
 1127,  8467.129
 1128,  8471.224
 1129,  8476.528
 1130,  8490.209
 1131,  8495.360
 1132,  8502.216
 1133,  8509.074
 1134,  8521.113
 1135,  8528.650
 1136,  8532.643
 1137,  8540.353
 1138,  8544.018
 1139,  8559.213
 1140,  8564.991
 1141,  8568.512
 1142,  8574.189
 1143,  8588.943
 1144,  8594.645
 1145,  8600.736
 1146,  8604.558
 1147,  8609.893
 1148,  8623.191
 1149,  8631.080
 1150,  8634.455
 1151,  8639.842
 1152,  8653.974
 1153,  8659.126
 1154,  8665.888
 1155,  8671.097
 1156,  8683.547
 1157,  8688.822
 1158,  8695.600
 1159,  8701.271
 1160,  8706.497
 1161,  8722.389
 1162,  8726.729
 1163,  8732.461
 1164,  8737.551
 1165,  8752.332
 1166,  8756.451
 1167,  8763.536
 1168,  8769.066
 1169,  8774.401
 1170,  8789.106
 1171,  8796.085
 1172,  8802.091
 1173,  8808.687
 1174,  8821.834
 1175,  8827.448
 1176,  8833.085
 1177,  8838.651
 1178,  8852.421
 1179,  8857.752
 1180,  8865.320
 1181,  8870.875
 1182,  8876.088
 1183,  8892.267
 1184,  8897.264
 1185,  8902.804
 1186,  8908.300
 1187,  8922.333
 1188,  8927.832
 1189,  8934.989
 1190,  8940.430
 1191,  8955.813
 1192,  8960.245
 1193,  8965.904
 1194,  8971.243
 1195,  8985.347
 1196,  8991.246
 1197,  8996.673
 1198,  9003.438
 1199,  9008.649
 1200,  9022.859
 1201,  9028.125
 1202,  9035.047
 1203,  9040.605
 1204,  9054.151
 1205,  9060.571
 1206,  9065.712
 1207,  9071.482
 1208,  9076.954
 1209,  9089.478
 1210,  9095.277
 1211,  9101.108
 1212,  9106.656
 1213,  9121.792
 1214,  9127.550
 1215,  9133.509
 1216,  9139.239
 1217,  9153.320
 1218,  9159.104
 1219,  9164.607
 1220,  9171.594
 1221,  9177.505
 1222,  9189.770
 1223,  9195.120
 1224,  9202.179
 1225,  9207.256
 1226,  9220.842
 1227,  9226.427
 1228,  9232.400
 1229,  9237.944
 1230,  9243.609
 1231,  9256.958
 1232,  9262.363
 1233,  9268.086
 1234,  9273.440
 1235,  9289.056
 1236,  9293.076
 1237,  9299.024
 1238,  9304.597
 1239,  9320.812
 1240,  9324.923
 1241,  9330.554
 1242,  9336.538
 1243,  9342.173
 1244,  9353.653
 1245,  9358.985
 1246,  9365.825
 1247,  9371.191
 1248,  9385.448
 1249,  9390.871
 1250,  9397.983
 1251,  9403.493
 1252,  9409.039
 1253,  9421.862
 1254,  9427.199
 1255,  9433.856
 1256,  9439.685
 1257,  9453.048
 1258,  9458.521
 1259,  9464.261
 1260,  9469.994
 1261,  9475.394
 1262,  9489.177
 1263,  9494.957
 1264,  9501.004
 1265,  9506.469
 1266,  9518.612
 1267,  9524.178
 1268,  9529.849
 1269,  9535.938
 1270,  9541.791
 1271,  9558.508
 1272,  9562.230
 1273,  9568.182
 1274,  9573.704
 1275,  9586.049
 1276,  9591.595
 1277,  9597.200
 1278,  9604.294
 1279,  9609.931
 1280,  9622.665
 1281,  9628.041
 1282,  9635.085
 1283,  9640.677
 1284,  9654.340
 1285,  9660.010
 1286,  9665.377
 1287,  9672.423
 1288,  9686.050
 1289,  9691.503
 1290,  9698.575
 1291,  9703.375
 1292,  9709.962
 1293,  9723.349
 1294,  9728.756
 1295,  9735.701
 1296,  9741.135
 1297,  9763.880
 1298,  9769.835
 1299,  9775.502
 1300,  9789.344
 1301,  9795.094
 1302,  9801.477
 1303,  9808.060
 1304,  9820.638
 1305,  9826.721
 1306,  9833.844
 1307,  9842.521
 1308,  9858.932
 1309,  9864.570
 1310,  9870.045
 1311,  9877.298
 1312,  9891.527
 1313,  9897.156
 1314,  9903.511
 1315,  9911.057
 1316,  9925.415
 1317,  9930.822
 1318,  9936.989
 1319,  9945.287
 1320,  9960.493
 1321,  9967.246
 1322,  9971.380
 1323,  9980.125
 1324,  9994.037
 1325, 10000.261
 1326, 10006.316
 1327, 10020.254
 1328, 10027.418
 1329, 10032.090
 1330, 10038.154
 1331, 10046.263
 1332, 10060.528
 1333, 10065.176
 1334, 10071.571
 1335, 10079.512
 1336, 10093.395
 1337, 10099.765
 1338, 10105.692
 1339, 10120.502
 1340, 10126.437
 1341, 10132.396
 1342, 10138.221
 1343, 10145.814
 1344, 10161.470
 1345, 10166.183
 1346, 10172.284
 1347, 10185.102
 1348, 10191.019
 1349, 10197.010
 1350, 10203.139
 1351, 10210.151
 1352, 10223.615
 1353, 10229.291
 1354, 10235.513
 1355, 10241.819
 1356, 10257.358
 1357, 10261.677
 1358, 10267.956
 1359, 10273.901
 1360, 10289.390
 1361, 10293.899
 1362, 10299.935
 1363, 10305.578
 1364, 10318.138
 1365, 10323.875
 1366, 10329.617
 1367, 10336.853
 1368, 10345.110
 1369, 10363.322
 1370, 10368.802
 1371, 10375.127
 1372, 10387.865
 1373, 10393.774
 1374, 10399.803
 1375, 10405.436
 1376, 10420.655
 1377, 10424.679
 1378, 10430.506
 1379, 10436.375
 1380, 10442.086
 1381, 10458.910
 1382, 10464.963
 1383, 10469.159
 1384, 10475.197
 1385, 10488.902
 1386, 10494.755
 1387, 10500.862
 1388, 10506.451
 1389, 10520.810
 1390, 10525.090
 1391, 10530.834
 1392, 10536.626
 1393, 10542.324
 1394, 10557.586
 1395, 10562.179
 1396, 10570.087
 1397, 10574.186
 1398, 10586.285
 1399, 10591.971
 1400, 10598.297
 1401, 10603.656
 1402, 10609.493
 1403, 10622.776
 1404, 10628.735
 1405, 10635.208
 1406, 10640.317
 1407, 10655.286
 1408, 10660.161
 1409, 10665.887
 1410, 10671.921
 1411, 10680.987
 1412, 10693.224
 1413, 10697.188
 1414, 10703.270
 1415, 10708.916
 1416, 10722.054
 1417, 10725.405
 1418, 10731.175
 1419, 10736.914
 1420, 10743.582
 1421, 10759.971
 1422, 10762.958
 1423, 10768.948
 1424, 10774.909
 1425, 10789.600
 1426, 10793.533
 1427, 10799.572
 1428, 10805.765
 1429, 10821.093
 1430, 10824.798
 1431, 10830.956
 1432, 10837.016
 1433, 10843.519
 1434, 10860.918
 1435, 10864.882
 1436, 10870.902
 1437, 10877.114
 1438, 10889.284
 1439, 10896.957
 1440, 10901.575
 1441, 10907.376
 1442, 10920.480
 1443, 10926.204
 1444, 10932.685
 1445, 10938.777
 1446, 10952.545
 1447, 10959.784
 1448, 10963.558
 1449, 10969.807
 1450, 10975.588
 1451, 10988.644
 1452, 10994.205
 1453, 11000.429
 1454, 11006.633
 1455, 11017.446
 1456, 11023.467
 1457, 11029.405
 1458, 11035.036
 1459, 11040.858
 1460, 11055.785
 1461, 11060.537
 1462, 11066.397
 1463, 11072.056
 1464, 11084.776
 1465, 11090.569
 1466, 11096.684
 1467, 11103.112
 1468, 11109.244
 1469, 11123.666
 1470, 11127.907
 1471, 11133.657
 1472, 11138.997
 1473, 11153.699
 1474, 11158.226
 1475, 11163.654
 1476, 11170.990
 1477, 11175.440
 1478, 11188.105
 1479, 11193.613
 1480, 11199.534
 1481, 11205.599
 1482, 11217.641
 1483, 11223.213
 1484, 11228.209
 1485, 11235.377
 1486, 11240.995
 1487, 11255.653
 1488, 11260.048
 1489, 11265.959
 1490, 11271.653
 1491, 11286.401
 1492, 11290.515
 1493, 11295.910
 1494, 11302.967
 1495, 11308.745
 1496, 11320.834
 1497, 11326.357
 1498, 11331.849
 1499, 11339.298
 1500, 11353.105
 1501, 11357.315
 1502, 11363.084
 1503, 11368.993
 1504, 11374.708
 1505, 11388.160
 1506, 11394.654
 1507, 11400.582
 1508, 11406.535
 1509, 11419.058
 1510, 11424.850
